""TranscriptID" "ctrl1_sorted" "ctrl2_sorted" "ctrl3_sorted" "de1_sorted" "de2_sorted" "de3_sorted"
"ENST00000396591.8" 16.75698 4 7 6.74339 4 15
"ENST00000396593.6" 30.89976 34.12401 75.84489 24.77436 13.73115 30.34672
"ENST00000396594.8" 22.8 0 7 26 32 55
"ENST00000396595.7" 0 4.50787 0 6.86049 10.0249 2.61332
"ENST00000396596.2" 4 3 3.5 3 0 14
"ENST00000396600.6" 86.66667 170.25806 63.47977 191.93237 220.76134 119.93064
"ENST00000396602.7" 10 1 6 18 9 3
"ENST00000396623.8" 89.72716 46.36342 48.58133 155.54737 106.52944 145.59497
"ENST00000396625.5" 5 3 0 6 2 0
"ENST00000396628.7" 14.70756 10.30757 24.03206 3.45005 2 19.79117
"ENST00000396641.7" 0 0 1 0 0 0
"ENST00000396642.7" 2.12634 0 1 0 1.67859 1
"ENST00000396648.6" 1.84144 0 0 0 1.19105 1.02548
"ENST00000396649.7" 0 0 0 1.97302 1.65646 0
"ENST00000396651.8" 1185.75268 1552.78616 1517.15384 292.19162 268.04058 353.20608
"ENST00000396652.1" 0.5 3 2 0 2 0
"ENST00000396654.7" 2 1 1 4 4 2
"ENST00000396658.8" 5.82398 12.68093 6 14 3.00915 5.34746
"ENST00000396659.8" 15.93862 8.4103 19.56858 23.00383 18.28165 21.70549
"ENST00000396662.5" 12.66748 2.23954 11 6.19241 8 9.25264
"ENST00000396663.2" 8 5.88023 9 17.1952 16 21
"ENST00000396667.7" 20 0 10 11 12 9.5
"ENST00000396668.8" 20 24 10 11 12 9.5
"ENST00000396671.7" 5.99992 1.33333 4 0 10 2
"ENST00000396679.6" 2 2 1 4 4 6
"ENST00000396682.6" 0 0 0 1 1.04878 0
"ENST00000396684.3" 0 50 8.33333 26.66667 24 30.66667
"ENST00000396688.5" 0 3.88394 3.84707 1.5182 4.7061 1.5583
"ENST00000396689.2" 3.17019 3.25383 1.92354 6.55554 12.87219 6.23321
"ENST00000396698.5" 0 0 0 0 0 0
"ENST00000396700.5" 0 0 2.83333 0 0 0
"ENST00000396703.6" 74.88235 38 85 64.78047 95.79858 91.88208
"ENST00000396705.10" 0 0 0 0 0 0
"ENST00000396706.2" 42.58617 36.65871 10.09805 11.97513 50.80589 30.11183
"ENST00000396707.6" 0 1.2138 0 7.92677 0 0
"ENST00000396713.6" 12.89659 8.53363 4.86273 7.15612 3.65453 6.8509
"ENST00000396720.7" 0.87739 0 1.13299 0 0 0
"ENST00000396737.6" 1 1 0 2 6 4
"ENST00000396738.7" 0 5.33333 6.4538 7.45076 6.5 0
"ENST00000396743.7" 0 0 0 0 1 2.51171
"ENST00000396751.6" 15.39074 0 31.73539 17.64322 12.18079 0
"ENST00000396777.8" 7.25312 5.30015 3.50484 23.81871 5.7699 2.5354
"ENST00000396779.7" 20.55931 11.20399 3.71709 18.20069 17.98349 1.9024
"ENST00000396789.4" 0 4 1 1 3 5
"ENST00000396801.7" 0 0 1.28996 0 0 0
"ENST00000396807.8" 5.01058 7.90323 3.80769 33.17699 47.2915 7.94767
"ENST00000396809.6" 62.90565 52.64009 53.69153 70.47065 74.77019 36.93241
"ENST00000396811.6" 2.08333 5.07692 7.52236 5.18919 17.25201 18.0991
"ENST00000396819.8" 5.9383 3 1.5 0.4438 0 7.63165
"ENST00000396821.8" 18.86172 34.60837 61.29681 49.64956 46.69015 56.75122
"ENST00000396825.4" 11 6 27 25 34 3
"ENST00000396828.8" 0 0 5.03373 6.24468 5.32475 0
"ENST00000396832.6" 19.98998 31.67721 60.94208 57.00586 75.64474 82.56811
"ENST00000396833.2" 0 0 0 0 0 0
"ENST00000396838.6" 0.5 0 1.5 0.5 1 0
"ENST00000396842.7" 15 8 24 10 2 7
"ENST00000396847.7" 0 3.69227 3 4 4.28359 4.37884
"ENST00000396852.9" 4 1.5 0.74815 4.66667 6 4
"ENST00000396854.8" 6.84018 9.34713 3.48225 5.62284 3.97969 2.24642
"ENST00000396856.5" 9.45238 4.15374 4.21633 10.45951 15.33922 33.51927
"ENST00000396859.5" 0 0 0 0 0 0
"ENST00000396861.5" 65.12926 51.98694 28.18163 203.48332 183.51161 89.45443
"ENST00000396862.2" 5 10 1 4 1 0
"ENST00000396864.8" 0 0 2.31783 3.3543 0 0
"ENST00000396865.7" 3 18 3 0 1 11
"ENST00000396872.8" 1 6 4 0 3 0
"ENST00000396878.8" 1.67424 1.2737 0 6.45331 4 1
"ENST00000396879.8" 0 2.18888 0 2.85714 1 0
"ENST00000396884.8" 0 0 9 0 0 3
"ENST00000396890.6" 12.70945 8.29768 3.60915 0 3.71888 4.26426
"ENST00000396908.9" 6.66667 0 0 7 3.33333 0
"ENST00000396912.2" 6 10 5 9 10 15
"ENST00000396914.4" 4.5 3.33333 1.6 10 13.33333 20
"ENST00000396920.7" 1.14516 0 0 1.17949 3.62069 3.87273
"ENST00000396923.7" 5.05055 3.0121 12.25935 0 4 3.05933
"ENST00000396926.8" 0 0 4 2.5 6.5 4.5
"ENST00000396930.4" 3.62845 5.77926 2 8.15506 0 6e-05
"ENST00000396947.7" 7.30769 1.53333 3.23077 5 6.75 13
"ENST00000396948.5" 0 0 2.24513 0 0 0
"ENST00000396953.6" 1.06068 1.0044 4.13632 1.00965 1.02636 0
"ENST00000396954.8" 0 48.92393 60 13.25 0 0
"ENST00000396957.5" 90.14364 51.12706 70.69026 304.45829 185.58346 74.59043
"ENST00000396958.8" 4 9 11 4 9 14
"ENST00000396965.5" 2.5 1.33333 5 4 5 0
"ENST00000396973.8" 0 1.13487 1.07247 0 2.14854 1.21195
"ENST00000396976.6" 7 6 1 6 1 9
"ENST00000396979.1" 0 0 1.93333 2.05882 1.93333 0
"ENST00000396981.7" 28.90323 28 22 21 17 20
"ENST00000396986.6" 4.33527 2 3.54204 0 1.88343 1.80462
"ENST00000396987.7" 63 40 28 17 19 33
"ENST00000396991.6" 8.21105 0 2.45796 1 1.23314 0.97691
"ENST00000396992.8" 1 0 1 1 0 0
"ENST00000397007.10" 0.20029 7.50106 0 0.24927 3.22204 2.20484
"ENST00000397011.2" 0 0 0 0 0 1.56375
"ENST00000397016.6" 0 7.49584 1 2 1.5 2
"ENST00000397021.5" 5 2 0 1 0 2
"ENST00000397030.5" 4.34298 2.50301 1 0 5.53516 0
"ENST00000397033.7" 14 3 3 9 8 10
"ENST00000397040.5" 10.22378 5.3556 0 1 4.64077 2.44367
"ENST00000397042.7" 3.55245 7.28881 8.63449 1 4.71845 5.11267
"ENST00000397046.5" 8.697 13.6482 2.8642 6.77555 1.33324 2.60518
"ENST00000397048.5" 4.81141 0 1.41382 3.35963 0 2.61134
"ENST00000397053.6" 1.77315 1.77448 0 0 0 7.12032
"ENST00000397054.7" 0 3.13967 3.57839 3.6867 3.15858 0
"ENST00000397056.1" 13 5.5 2 4.5 0 1
"ENST00000397061.4" 23 9 11 2 15 11
"ENST00000397062.8" 4.40037 5.10815 1.6203 23.86056 9.36425 34.65636
"ENST00000397063.9" 0 0 3.2406 5.11029 5.48619 16.57478
"ENST00000397066.9" 1 1.5 1 0 1.5 0
"ENST00000397068.8" 0 0 0 4 1 1
"ENST00000397070.6" 2 5.25743 4.7211 0 1.05336 0
"ENST00000397071.5" 7 1.25118 2.20139 1 2 1
"ENST00000397080.8" 6.5 0 3.1708 2.5 0 2.74916
"ENST00000397081.8" 3 14 25.71429 0 8 14.4
"ENST00000397083.6" 1.17647 3.6 0 0 1.04545 5.28571
"ENST00000397086.6" 0 0 1.96769 1.6 1.84385 0
"ENST00000397087.7" 3 0 10.28571 10 0 3.6
"ENST00000397088.4" 2 2.56964 2.23359 4.35118 4 3
"ENST00000397091.9" 0 1.38598 0 3.00498 4.42384 0
"ENST00000397092.5" 0 1.43036 1.76641 1.64882 0 0
"ENST00000397095.2" 6 2 7 0 2.66667 0.5
"ENST00000397100.6" 0 0 0 0 0 0
"ENST00000397109.7" 1.65324 6.5828 0 4.94599 1.78064 1.51141
"ENST00000397111.9" 13.45518 5.62566 4.81726 5.49311 9.44214 3
"ENST00000397117.5" 5.19702 7.54274 0 14.00007 11.68027 2.24217
"ENST00000397118.7" 12 0 19.25 11.33333 20 16
"ENST00000397119.8" 40.56702 40.29851 42.88148 50.31842 26.33515 15.01973
"ENST00000397120.8" 0 0 0 0 2.20094 0
"ENST00000397124.5" 0 0 4.94164 0 0 0
"ENST00000397126.9" 0 3 4 0 1 0
"ENST00000397128.7" 23 10 12 8.8 12 15.86667
"ENST00000397130.8" 0 0 0 3 0 0
"ENST00000397132.6" 4 0 1.12461 0 0 0
"ENST00000397133.2" 16.5 10.125 21.56757 15.08929 12.2375 22.13793
"ENST00000397146.7" 1 3 0 11.52657 7.87397 2
"ENST00000397147.7" 4.5 1.33333 0.5 2 3 4
"ENST00000397149.4" 25 9 41 34 30 34
"ENST00000397151.1" 1.29235 0 5.49359 0 4.67459 0
"ENST00000397152.7" 7.14892 5.44674 0 2.97775 1.5582 7.93591
"ENST00000397154.7" 6.37793 0 0 7.96972 0 6.32369
"ENST00000397162.5" 1.5 0.5 0 0 0 0.5
"ENST00000397163.8" 9.46233 7.29182 0 11.86643 6.61168 8.2815
"ENST00000397165.7" 1.5 0.5 2 1 0 0.5
"ENST00000397166.7" 3.13732 19.39481 12.22651 0.82849 1.91996 23.92322
"ENST00000397167.6" 2 0 4 0 5 1
"ENST00000397180.6" 7.09187 5.93063 4.75152 0.02949 0 3.281
"ENST00000397184.2" 0 1 3 1 1 0
"ENST00000397195.10" 70.44365 67.43084 28.48068 89.9094 64.59562 86.49721
"ENST00000397196.7" 0 0 0 0.5 0 0
"ENST00000397203.7" 0 1.71288 0.66667 8.30163 0.0426 0
"ENST00000397210.7" 0 0 2.8 0.5 1 0
"ENST00000397224.9" 0 0 0 0 0 0
"ENST00000397225.2" 12.05149 11.01017 17.02781 11.0359 7.09875 7.68799
"ENST00000397226.2" 4.56254 2.31417 15.94309 17.73326 8.63375 15.13153
"ENST00000397227.7" 0 7 0 1.11208 0 0
"ENST00000397238.7" 10.2175 12.75 8.88259 8.84184 6.03033 10.47203
"ENST00000397248.6" 4 5.5 2.33333 0 3 13.33333
"ENST00000397261.8" 227 146 196 78 209 91
"ENST00000397264.4" 3 4 2 2 1 7
"ENST00000397267.6" 15.92937 17.56096 5.68948 11.5529 11.58051 39.39619
"ENST00000397269.7" 5.93097 12.19029 5.33333 8.26814 16 13.57626
"ENST00000397272.7" 4 1 1 1 0 0
"ENST00000397274.6" 11.37359 6 4.31262 1.56747 11 18.88534
"ENST00000397276.6" 55.17794 75.23602 36.40586 53.74246 46.51458 38.90714
"ENST00000397278.8" 8.02587 4.25 13.77778 13.36364 16.93496 25.5213
"ENST00000397281.6" 8.92308 39.2 13.6788 29 30.31579 21.66667
"ENST00000397289.6" 2.43068 3.05927 3.42215 7.11847 4.11205 5.36745
"ENST00000397292.8" 14.19513 9 3.92973 6 10 10
"ENST00000397293.6" 2.43068 3.05927 3.42215 7.11847 4.11205 5.36745
"ENST00000397298.8" 28 28 59.96558 50.12935 37.57847 71.98544
"ENST00000397299.9" 0 0 2 0 0 0
"ENST00000397311.4" 0 5.66667 0 4 0 5.5
"ENST00000397312.7" 1 0 1 0 2 0
"ENST00000397317.8" 0 1.56072 0 2.39309 0 0
"ENST00000397323.9" 15.67183 6.78216 4.94755 16.78993 12.32557 1.94164
"ENST00000397326.7" 7238.00387 5391.22032 7167.24586 3070.20184 3089.91603 3732.56939
"ENST00000397328.5" 2935.98811 2489.68401 1806.43274 6153.18854 4846.51856 4899.64804
"ENST00000397333.4" 8.50726 7 7 3.3764 11 15
"ENST00000397338.5" 3 0 0 0 0 1
"ENST00000397345.8" 63.9582 115.01452 69.22631 161.17692 364.62755 190.05312
"ENST00000397350.7" 0 11.3357 15.48515 0 0 4.11237
"ENST00000397353.6" 4 26.90909 11.48889 11.36364 18.88889 9.85714
"ENST00000397356.8" 28 10.09091 35.51111 13.63636 15.11111 13.14286
"ENST00000397358.7" 0.5 2 4.5 0 0 1
"ENST00000397359.7" 1 0 1 0 0 0
"ENST00000397374.8" 1.6632 0 3.78643 0 0 0
"ENST00000397375.7" 14.10712 10.20274 4.34554 48.77589 35.7486 38.94286
"ENST00000397386.7" 3.0506 0 1.09103 0 0 3.23978
"ENST00000397388.7" 1.28775 2.88501 4.40091 2.13242 1.78725 0
"ENST00000397390.3" 6 1 2 0 2 4
"ENST00000397394.8" 0 11 14.14596 16 13 11.62729
"ENST00000397397.7" 10.25 6.21429 16.78378 18.23077 15.75 20.42857
"ENST00000397404.5" 0 4.14286 0 2.02564 3.5 1.85714
"ENST00000397406.5" 17.9375 4.14286 29.83784 20.25641 42 24.14286
"ENST00000397408.5" 12.8125 14.5 22.37838 38.48718 8.75 18.57143
"ENST00000397410.10" 4.33582 3.9277 14.68786 5 7.08687 9.68537
"ENST00000397412.8" 0 1.52292 0 0 0 0
"ENST00000397415.7" 3.84228 3.10565 2.13492 2.07407 0 0
"ENST00000397420.9" 129.86644 177.85853 118.24243 186.52985 82.01101 34.69732
"ENST00000397421.5" 1.52945 4.77338 0 8.64394 3.17033 5.42269
"ENST00000397426.5" 15.1384 10.28186 0 26.83296 10.82488 12.67645
"ENST00000397441.6" 17 19.25 26 10.76923 1.6 7.33333
"ENST00000397443.7" 30.48692 15.91348 20.72036 48.53874 22.59227 24.16667
"ENST00000397454.2" 5 1 4 0 0 0
"ENST00000397457.7" 0.5 6.66667 0 4 2 2
"ENST00000397463.3" 1 0 1 0 7 2
"ENST00000397472.6" 0 1.08935 4.5298 1.31113 0 1
"ENST00000397492.1" 53.9299 48.96774 43.58621 16.5 11.25 16.5
"ENST00000397495.8" 3.5382 2.38604 0 0 2 1
"ENST00000397496.7" 0 16.34107 37.3225 48.48725 1.06844 0
"ENST00000397501.5" 14.30656 7.27068 17.13969 64.45132 52.11222 30.10192
"ENST00000397510.9" 10.59322 6.51284 0 4 0 0
"ENST00000397511.6" 19.57407 29.42688 2.41844 20.87676 11.98708 7.16623
"ENST00000397512.8" 0 6.51284 19 0 10.46834 3
"ENST00000397514.8" 29.82322 18.56924 13.10044 23.24011 4.98792 11.63509
"ENST00000397515.6" 0 1.65049 1.63756 0 1.66264 3.32431
"ENST00000397525.5" 7 2.5 4 3 2 0.5
"ENST00000397527.6" 7 9 7.5 8.33333 4 22.5836
"ENST00000397532.9" 5.30729 2.43683 0 4 0 1
"ENST00000397536.7" 1.54401 0 0 0 1.51401 1.51347
"ENST00000397537.3" 1 1 2 0 0 0
"ENST00000397554.5" 3 11.63881 11.5688 2.15687 4 0
"ENST00000397558.6" 0 1 0 0 0 0
"ENST00000397560.7" 9 8 2.5 9 9 9
"ENST00000397566.5" 2 1.33548 8 3 6.40437 4
"ENST00000397572.5" 51 81 66 20 19 28
"ENST00000397579.6" 0 0 0 0 1.18975 0
"ENST00000397581.7" 3.09091 0 10.63564 0 0 8.70376
"ENST00000397582.7" 3.6 5.2 7.7 10.28571 1 6.42857
"ENST00000397583.8" 5.4 7.8 3.3 7.71429 1 2.57143
"ENST00000397588.8" 42 24 24 21.11111 9.5 26.4
"ENST00000397591.2" 0 0 0 0 0 0
"ENST00000397604.7" 23.55533 27.23719 33.20225 34.40719 37.83487 30.90502
"ENST00000397609.6" 6 7 5 8 5 8
"ENST00000397614.5" 0 0 3.47904 21.72187 0 2.12183
"ENST00000397615.6" 22.06545 18.51116 26.64671 39.15164 41.11729 16.20888
"ENST00000397618.7" 0 0 0 0 0 0
"ENST00000397620.6" 0 3.35855 0 0 0 0
"ENST00000397621.6" 58.73335 14.95062 37.70211 51.63488 104.77962 59.21796
"ENST00000397622.7" 21 7 3 5 10 28
"ENST00000397624.7" 0 3.80445 2 2.53994 0 4.74734
"ENST00000397625.9" 2.14499 1.14667 5.8128 4.1618 7.04433 1.57311
"ENST00000397628.5" 3.63764 7.95914 5.01311 13.15302 8.66542 5.28765
"ENST00000397631.7" 2.57069 0 0 0 0 0
"ENST00000397637.5" 17.9612 9.16168 2.68681 8.12386 4.57341 20.92585
"ENST00000397638.6" 8.30751 0 2.12219 0 3.20733 0
"ENST00000397640.6" 0 0 0 0 0 0
"ENST00000397641.8" 30 17 7 12 5 5.8799
"ENST00000397659.9" 0 2.65353 0 0 7.54467 7.48533
"ENST00000397661.6" 1.56125 0 0 0 0 0
"ENST00000397664.8" 9 3 2.0237 6.43736 9.13396 8.89374
"ENST00000397668.8" 0 0 0 0 0 0
"ENST00000397676.8" 52.3871 66.2093 26.44444 40 51.56757 14
"ENST00000397677.6" 0 0 4.73284 0 1.45656 4.50925
"ENST00000397682.7" 0 0 0.5 0 3 0
"ENST00000397701.9" 10.97425 31 24 2.8 5.83333 8
"ENST00000397708.1" 0 0 0 0 0 0
"ENST00000397709.1" 1.15096 1.15787 4.79437 6.33371 0 0
"ENST00000397712.7" 14.72727 18.34944 15.4 8.07692 27.17647 34.91868
"ENST00000397713.6" 0 7.32144 0 1 5.37495 5.75599
"ENST00000397722.5" 1.22262 1.6932 0 4.47556 4.73149 1.5935
"ENST00000397728.8" 4.5 10.5 2.65294 17.58831 2 13.38083
"ENST00000397732.8" 1 0 2 0 4 4
"ENST00000397743.1" 4 1.66667 0 2.66667 0 3
"ENST00000397746.8" 4 3.33333 1 1.33333 13 3
"ENST00000397747.5" 1 2 3 1 7 2
"ENST00000397752.8" 3.5 3 0 7.5 1 0
"ENST00000397760.8" 13.56995 0.20229 22.53477 8.94647 13.11614 0
"ENST00000397762.6" 5 12 2 7 6 11
"ENST00000397763.6" 45.27778 20.50441 12.40186 19.63067 65.81626 45.15095
"ENST00000397764.8" 53 61.83333 61 55 77.91304 52
"ENST00000397766.4" 8 2 0 1 2 0
"ENST00000397770.8" 5.625 0 3 0 0 4.2
"ENST00000397771.6" 0 0 0 0 0 0
"ENST00000397778.7" 18.83523 23.58784 16.98758 18.26692 14.25893 13.125
"ENST00000397783.5" 2.78091 5.83653 4.91427 13.62326 5.83169 14.93119
"ENST00000397786.7" 9 1 4 7 22 11
"ENST00000397799.2" 0 2 0 0 0 0
"ENST00000397802.8" 5 14.02355 8 6 9 14
"ENST00000397809.10" 0 0 0.72328 0 1 4
"ENST00000397820.5" 4 0 1 0 1 1
"ENST00000397821.8" 14.45579 12 6 0 15.13049 31.15921
"ENST00000397843.7" 12 22.79026 3.90572 8 7.6189 9.11329
"ENST00000397846.7" 0 0 4 7 3.16792 0
"ENST00000397850.6" 5.66745 1.90467 4.63872 9.15402 0 0
"ENST00000397851.6" 3.97328 3.21526 2.13663 4.27204 5.29416 5.16983
"ENST00000397853.7" 14.89141 17.77042 28.91895 26.989 23.77117 15.59162
"ENST00000397858.5" 29.79958 27.3297 49.20662 7.95833 0 3.44655
"ENST00000397860.7" 6.65335 10.68547 13.23235 17.03881 8.68303 17.01469
"ENST00000397861.7" 0 1 0 2 5 3
"ENST00000397863.5" 0 0 0 0 0 0
"ENST00000397866.8" 167.07215 107.42284 137.30804 128.24092 73.68737 124.44387
"ENST00000397872.5" 4.44226 0 1.59076 2.03189 2.25 6.65356
"ENST00000397881.7" 0 0 1.67401 0 2.19714 0
"ENST00000397885.3" 64 49 45 35 26 61
"ENST00000397887.7" 4.34483 2.02632 0 13.92857 8.64865 3.2
"ENST00000397890.7" 17 26.28571 25.92857 19 20 11
"ENST00000397898.7" 0 0 5.91757 0 0 0
"ENST00000397899.7" 11 8 8 3 3 2
"ENST00000397901.8" 17.10174 11.27273 9 12.57143 21.99402 11.12957
"ENST00000397902.7" 5 4 0 13 2.5 1
"ENST00000397906.7" 0 0 0 0 1.5 0
"ENST00000397909.7" 6 13.75 6 17.1 11 22
"ENST00000397912.3" 3.09909 0 0 4.24318 3.80685 6.72879
"ENST00000397936.8" 2 1 4 1 2 1
"ENST00000397938.7" 81.70028 40.74924 32.18706 3.98113 6.0853 4.00762
"ENST00000397940.5" 7 10 10 22 14 10
"ENST00000397942.4" 2 0 14 6 2 3
"ENST00000397958.5" 0 2.92342 0 16.42691 20.74445 23.82724
"ENST00000397961.6" 0 6.4 4.79072 0 4 0
"ENST00000397967.5" 86.62805 98.6241 171.67051 23.4737 77.73401 38.73489
"ENST00000397968.4" 1 0 0 0 0 5
"ENST00000397977.8" 18.22865 9 13.33051 12.92308 14 6
"ENST00000397979.4" 12.31298 7.41521 0 2.99506 0 14
"ENST00000397981.7" 10.68702 7.58479 14 3.00494 0 0
"ENST00000397983.7" 0 0 0 0 14 0
"ENST00000397985.7" 3.5 0 0 10 0 0
"ENST00000397992.5" 0 0 5.10251 2.37234 0 4.33333
"ENST00000398000.7" 1 3 0 6.54545 1 1
"ENST00000398004.4" 27 26.92215 28.53151 22 32 20.79752
"ENST00000398006.6" 0 3.59015 0 0 2.33333 0
"ENST00000398015.8" 0 6 3 5 6 3
"ENST00000398019.7" 0 3 0 2 5 7
"ENST00000398020.6" 3.24284 0 13.24133 1 0 0
"ENST00000398022.7" 4.85995 0 16.5 5.5 11.8756 0
"ENST00000398027.6" 3.05537 3.56553 0 10 6.44003 0.5
"ENST00000398043.3" 0 3 0 1.36865 2.26943 0
"ENST00000398051.8" 0 0 0 0 0 0
"ENST00000398052.9" 4 2 3 5 0 3
"ENST00000398055.8" 0 5.83843 5 1 1 10
"ENST00000398056.6" 348 359 345 221 246 179
"ENST00000398063.6" 0 0 0 2.875 0 0
"ENST00000398073.7" 30 61 56 38 6 15
"ENST00000398075.4" 0 1 3 0 2 0
"ENST00000398080.5" 1.84691 8.19485 0 0.74868 0 3
"ENST00000398084.6" 0 0 0 0 0 0
"ENST00000398101.7" 0 4.58329 1.03464 0 0 0
"ENST00000398104.6" 89.90045 42.07879 71.48552 56.25 48.33333 0
"ENST00000398117.1" 0 2 3 0 8.33069 0
"ENST00000398119.6" 0 0 0 0 0 0
"ENST00000398125.5" 24.45322 19.73318 7.04135 54.12664 29.44177 16.65944
"ENST00000398130.6" 0 0 0 0 0 0
"ENST00000398136.7" 90 17.6 67 25.375 34 41.77778
"ENST00000398145.7" 8.39813 5.29975 14.35868 1.11173 0 0
"ENST00000398146.5" 2 2 0 1 0 1
"ENST00000398148.7" 8.86545 21.56334 11.52508 9.026 8.84533 0
"ENST00000398153.7" 121.23364 48.75472 72.68354 203.78947 222.43719 154.88571
"ENST00000398160.6" 11.76 3.75 3.18182 34.10526 14 19.2
"ENST00000398165.8" 0 1.99369 0 1.85274 5.51906 5.45882
"ENST00000398168.6" 13 8 15 9 9 13
"ENST00000398174.9" 4.41671 0 1.54856 2.86139 0 0
"ENST00000398187.6" 1 2.5 1.5 0 1.33333 0.5
"ENST00000398204.8" 2.5 2 7 7 0.5 0.5
"ENST00000398208.3" 1.50455 2.56489 1.25284 6.19998 1.50776 1.75978
"ENST00000398212.7" 1 0 1 0 0 0
"ENST00000398213.4" 4.5 0 0 2.5 1.57143 2.75
"ENST00000398226.7" 1.02501 14.49252 7.53568 38.67531 86.89434 39.69817
"ENST00000398238.8" 0 11.94664 15.57915 25.28007 5.71071 12.10228
"ENST00000398246.8" 2.5 0 0.5 4 0.5 0
"ENST00000398249.8" 7.61834 6.77776 2.41729 4.76514 0 2
"ENST00000398250.6" 4 6 6 1 2 4
"ENST00000398261.6" 0 0 0 0 0 0
"ENST00000398263.6" 16.4 17.0625 11.16667 14.08696 12.375 13.11111
"ENST00000398275.6" 30 0 6 16 10 5
"ENST00000398292.3" 5.95618 0 0.00348 0 3.97031 9
"ENST00000398309.6" 7.06581 0 15.23535 11.76668 24.68758 0
"ENST00000398316.7" 1.64411 4.39454 0 1 0 2.33333
"ENST00000398319.6" 6 4 5 2.5 12 6
"ENST00000398322.7" 0.96117 4.603 0 2.11818 1.46399 1
"ENST00000398333.7" 0 0 0 0 0 0
"ENST00000398337.8" 1.15879 1 6.32863 4 0 4
"ENST00000398341.7" 0 0 0 0 0 0
"ENST00000398344.9" 62.26816 132.98303 70.33348 104.8506 63.86424 56.4476
"ENST00000398389.9" 3.92352 8.12904 1.97015 0 0 3.92778
"ENST00000398392.2" 0 6.33333 0 0 0 0
"ENST00000398393.5" 0.07648 9.50869 2.02985 5 12.83492 3.07222
"ENST00000398399.7" 25 29 47 57 44 40
"ENST00000398409.1" 37.62375 95.28136 47.72742 407.05074 432.49402 462.10595
"ENST00000398411.5" 6.20926 2.14367 1.05525 7.64924 1.0844 2.22144
"ENST00000398417.6" 6.33333 6.66667 0 0 6 6.66667
"ENST00000398422.2" 0 0 0 1.2077 0 1.25736
"ENST00000398427.6" 1.27726 3.05648 1.33333 0 0 5.29032
"ENST00000398439.8" 7.5 1.5 9.5 3 3 3.5
"ENST00000398453.7" 0 2 1.09091 0 0 0
"ENST00000398460.3" 8 7.13341 2.02832 6.14177 7.02458 11.17374
"ENST00000398461.5" 7.03041 4.72012 5.33172 8.93913 3.02916 4.7391
"ENST00000398473.7" 29 22.28571 25 7.5 20 9.41949
"ENST00000398474.7" 2.38824 3.51674 0 0.59695 0 1.08623
"ENST00000398483.7" 2.0563 0 0 0 0 0
"ENST00000398484.6" 0 1.52234 3.01756 8.4567 3.60026 5.11448
"ENST00000398494.8" 28 23.0625 36 41.81818 47.37778 25.78125
"ENST00000398505.7" 0 0 0 0 0 0
"ENST00000398514.7" 9 8.66667 16.5 13 20 17.4
"ENST00000398520.6" 0 0 0 0 4 3
"ENST00000398528.7" 0 0 0 0 0 0
"ENST00000398529.7" 0 6.50506 7.72238 2.19024 0 1.08499
"ENST00000398532.9" 4.90732 10.7823 4.74725 2.20443 2 4.13939
"ENST00000398540.8" 0 8 5 1 2 0
"ENST00000398545.5" 0 1 0 4 0 1
"ENST00000398558.8" 0 0 0 0 0 0
"ENST00000398559.7" 8.25354 10.48972 15.22455 8 11 24.03985
"ENST00000398571.7" 1.5 15 2 6.65835 4 1.5
"ENST00000398576.6" 3.4172 1.71954 3.41953 1.61116 3.20003 6.92362
"ENST00000398587.7" 4 1 0 6 1 2
"ENST00000398594.4" 6 2 2 4 6 3
"ENST00000398600.6" 0 0 0 4 0 0
"ENST00000398603.6" 0 1.01098 0 4.01803 8.07869 3.02329
"ENST00000398606.10" 828.99752 741.95595 608.98183 2019.96466 1440.87475 1436.94002
"ENST00000398610.3" 0 0 2 0 2 0
"ENST00000398612.3" 0 4 2 0.66667 1.5 4
"ENST00000398631.3" 0 0 0 0 0 0
"ENST00000398637.10" 38 17.14286 17 14 16 11
"ENST00000398645.6" 0 0 5.33077 0 6.5 0
"ENST00000398658.2" 1 0 3 2 0 2
"ENST00000398659.8" 10.83333 16 11.45455 14 19.55556 10
"ENST00000398665.8" 13 6 4 8 6 2
"ENST00000398675.8" 2 5 12 0 0 10
"ENST00000398692.8" 6.00883 17.34919 7.2683 3.52885 6.69893 6
"ENST00000398701.2" 0 0 5 0 4 0
"ENST00000398706.6" 4.40547 0 17.69828 4.4375 0 13.85733
"ENST00000398712.7" 11.2 18 17.72727 54.49734 15.4375 25.65
"ENST00000398733.8" 64.09614 141 147 75 107.90211 76.72824
"ENST00000398752.11" 224.44664 230.44571 291.61097 34.67799 82.90131 69.6869
"ENST00000398755.8" 0.5 6.6 0 2.33333 1.33333 2.16667
"ENST00000398782.2" 1.06778 0 0 0 0 2.37545
"ENST00000398793.6" 7 2.91513 2 0 0.33333 0
"ENST00000398803.1" 0 5.23077 0 0 0 0
"ENST00000398805.8" 32 28.76923 14 43 25 59
"ENST00000398810.6" 0 0 0 2.2 7 0
"ENST00000398822.7" 1.03448 3.31896 2.2649 2.31841 2.20584 0
"ENST00000398838.8" 13.21246 33.7662 14.78751 0 0 7.72824
"ENST00000398841.6" 22.01483 29.8541 3.75551 4.54636 18.59519 9.99206
"ENST00000398844.7" 6 18 9.9 6.66667 22 14
"ENST00000398846.6" 0 1.14286 2 0 0 2
